Class Index,Class Name,Question Title,Question Content
3,Science & Mathematics,how many solar systems are there in milkyway?,how old is george bush?
3,Science & Mathematics,where is  the best country for me to continue my studies in plastic surgery speciality?,"i am a doctor of medicine from iran,i have passed my educations in iran ,now i want to continue studing in another country,which is the best for me to live & work."
1,Sports,Does anybody remember when the Orange Bowl had entertaining halftime shows?,"Ciara is a disgrace to music. How many hip-hop divas does one world need? Fake bodies, music and no talent just like the rest."
3,Science & Mathematics,I´d like to know the name of a book where I can learn more about energy and magnetism?,"I want to study more about these two main forces of the universe. The book I am looking for must be a ""beguiner version"" but not for highschool students."
1,Sports,What is the best leage?,Is it the A/L or the N/L? And why?\nThe best team?
2,Entertainment & Music,How do I start a band?,"I have a drummer, a guitar player and a keyboard player, but how do I start it?"
0,Health,Stopped wearing retainers- now what?,"I wore braces for over a year, but got them off over 4 years ago. Since then I've supposed to have been wearing two retainers (top and bottom) at night. About 6 months ago I stopped wearing them, since I figured I probably didn't have to wear them at night my whole life and since I'd rarely missed my teeth would be fine. Lately I've noticed that my bottom teeth are a bit crooked again, and the retainers don't fit very well. Should I start wearing them again and will my teeth straighten out or do I need to see an orthodontist for more treatment?"
2,Entertainment & Music,Who are your fav countrysinger/group?top5?,"MINE RASCAL FLATTS,BIG&RICH,JASON ALDEAN,JOSH GRACIN,BRAD PAISLEY!"
2,Entertainment & Music,does it mean anything to eat diamonds? i know. sort of weird?,"in some songs they talk about stuff like ""ill forget all the diamonds you ate"" or ""we could was down this engagement ring with poison and kerosene""\n\ndoes it mean anything"
3,Science & Mathematics,what is the conclusion of how music affects plants?,it is for my homework my teacher gave me.
0,Health,why do i sweat on my palms and feet.what's the remedy?,could it be genetical or physiological?
2,Entertainment & Music,Did David Letterman really communicate with hidden messages to that woman...?,Who took out an order against him.
1,Sports,Snowbording?,"I just stated snowboarding, and everytime I try to turn (go left or right) I end up doing a 180 kind of deal and riding fakie. I tried to put more weight on my back foot so I don't turn, and I can do it at slow speeds, but I can't at a faster speed. What am I doing wrong/how do I fix it?\n\nPs I ride right foot forward, I think thats goofy, any tips for that?"
2,Entertainment & Music,WHAT IS THE ONE AND ONLY FUNNIEST JOKE ON THE PLANET???,not dumb ones but really GOOOOOD ones!!!pleese! :)
1,Sports,i am in  search of FLORIDA STATE UNIVERSITY (nothing else...just FSU) football tickets?,"for the 2006-2007 college football season,which starts in SEPT.2006 through JAN./FEB. 2007.i have tried EVERYTHING to look for tickets.is it too early to start looking?i want to make sure i get them before the ""rush""...seating and what row isnt important.i just have to have those tickets!!"
3,Science & Mathematics,r alians real?,i herd of bateria in space and i was wondering if alians could be real
0,Health,Could my boyfriend have a STD?,"My boyfriend has burning sometimes when he urinates and has some red spots on his head and shaft of his penis, but it doesn't itch and the spots don't hurt."
3,Science & Mathematics,what is silk made from?,"silkworms? Splain, please."
2,Entertainment & Music,Is there a way to subscribe to Sirius to catch Howard's show around the world online?,I'm living in Tokyo and often travel in China and would love to hear Howard uncensored. I'm a 20 year fan of his since the mid-1980's in NYC. Please help if you know the answer!
1,Sports,Where do people watch the super bowl?,at home? at a bar/ restaurant?
2,Entertainment & Music,What's up with Time Warner Cable?,"Do they have too many irons in the fire, or what? I've noticed for some time now, that their monthly cable guide is wrong almost every time I look at it.  And the auto pay. I was informed, that they are changing account numbers and I have to pay by other means untill it's done. So, I tried to pay check-by-phone and it's even turned off 'till the 3rd. I asked them once why the guide was wrong, they said because the networks change their schedules.  Not THAT often. What do you think?"
0,Health,When a girl gets her period will her breast start to get bigger?,Because my sisters breasts are bigger than mine and she is younger than me and she also got her period before me.
2,Entertainment & Music,If Lord of the Rings came out the same time as Narnia would Narnia be succesful?,"Tolkein and CS Lewis were friends, best friends in life. They each wrote books that were absolutly masterful but I wonder if the Movies would be succesful if both came out at the same time? Maybe it would have been a marketing nightmare. What do you think?"
0,Health,How many layers of deodorant do you usually put on?,A front and back swipe being 1 layer.  I usually put on like 3 layers maybe... and I'm wondering if maybe I'm using too much and that's why it's not working.  Is more better or worse?  How much is perfect?
0,Health,is it anxiety? what kind of disease is this?,"i sufferer from pins and needles, anxiety , shortness of breath ,leg unrest, palpitation, hypertension and not feeling well. what disease is this"
0,Health,average age of suicide for police officers?,average age and years on the job
3,Science & Mathematics,ok if gravity is looked at as two sepeate fields why dont they counter act each other ying and yang?,ok another way to look at gravity is kind of reverse centrifical force instead of every thing on the outersurface flying away out into space it is pulled into its center  now consider the possability of a greek symbol for infinity a horizontal figure 8 instead of two seprate forces it is one continuous string and at its intersection the fields cause a form of moleculer fusion capable of generation a field of such energetic force that it starts to implode onto itself and attracting all arourd itself generating friction of such mass that it craetes a core of white heat 1000^2 if this could be proven would it change the veiws of relitivity?\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n6
1,Sports,super bowl xl sweatshirts?,"Anyone know where I can get a superbowl XL sweatshirt with the steelers and seahawks.  Ive seen the tshirt, but I want the sweatshirt."
0,Health,What can cause adrenilin rushes if you are not stressed. It is happening very random.?,"It happens mostly in the morning, and in the car. It is winter so the windows are not open. I have had many heart tests and all come back ok."
0,Health,Is it possible to cause oneself's ejaculation without touching the penis?,Just wondering if I can look real hard at my wang to make it choke.
2,Entertainment & Music,Are you a big Bjork fan?,"Tell me why, and what's your favorite single?"
1,Sports,how much $ will the steelers get for winning the supper bowl?,"whats a ring cost? any cars.\nwe know the rigth to say ,there the champs."
0,Health,why do i get cramps when i have my period?,why do i get cramps when i mensturate?
3,Science & Mathematics,How are rainbows formed?,"I know it has to do with moisture & sunlight, but can someone give me a succinct answer? (like in a paragraph or so?)"
3,Science & Mathematics,"Why does gravity only pull, while other forces like magnetism and electricity both pull and push?","I am interested to know, in simple, layman terms, why or how 'forces' work on objects, especially how one object can affect another object from a distance. Any explanation from a physicist would be much appreciated. Thanks"
0,Health,"What is the best pattern to lift weights? for example,...?","if you start with 10 lbs., how many sets should you do, how many per set, and when should you move up to 15 lbs.? And when you get to 15, how many sets and how many per  set an so on."
3,Science & Mathematics,Why are Americans less interested in learning about other people's culture??,"Unless the USA goes to war with another people,the public in the US is almost unaware about people, their history, culture etc outside of the USA??\nWHY??"
2,Entertainment & Music,"Do you think everything that goes up, must come down?",I have one thing that this rule does not apply to it...know what is it?/\n////check back later if you want to know the asnwer/////
2,Entertainment & Music,Why do i get blocks on my Directv-tv?,I have a tv connected to Directv satellite dish and i get flickering channel- picture keeps flickering
2,Entertainment & Music,Try this if you like challenges!?,"A customer at a 7-11 store selected four items to buy, and was told that the cost was $7.11. He was curious that the cost was the same as the store name, so he enquired as to how the figure was derived. The clerk said that he had simply multiplied the prices of the four individual items. The customer protested that the four prices should have been ADDED, not MULTIPLIED. The clerk said that that was OK with him, but, the result was still the same: exactly $7.11. What were the four prices?"
1,Sports,I would like to find a hotel close to Safeco Field?,"I am from Ohio and would like to travel to Seattle. I am looking for a place to stay that is by Safeco Field. If you could help me out please do it is my dream vaction trip. I have been trying to get there for some time and have not done it yet. I live in a small town in the middle of Cleveland and Columbus, Ohio. If you can help me that would be great. Thank-you very much.    Doug Gilmore"
0,Health,DOES ANYBODY KNOW THE CHROMOSOME MUTATION OF ASTHMA?,I NEED THE CHROMOSOME MUTATION OF ASTHMA ANY BODY??? PLEASE HELP
1,Sports,What is that growth on Frank Beamer's Neck?,What on earth is that thing on Frank Beamer's Neck? (Frank Beamer is the coach of Virginia Tech)
3,Science & Mathematics,I have to put sulfur in my hair and have been mixing it with aloe vera gel.There is an odor.Is this toxic?,I am concerned with the chemical reaction of sulfur and water (in the aloe) and want to know what is formed.  Most sources say that sulfur is not toxic when applied topically and a few say that it is.
1,Sports,I would like to know what goes on in a nitro funny car but can't find anything.?,"I love to see NHRA dragracing!  I want to know what goes on in the accual car.  What does the driver do!  What does it mean when there ""appling the clutch"".  When the light turns green do they just stand on the gas peddle? When burnning out the butterfly on the blowere don't open but when they race the blower opens wide...what do they do?  Can somebody answer my questions?"
2,Entertainment & Music,What song is this?,"There's a song that I've wanted to know the title of for a while now... I'm pretty sure it goes: now that we're here, so far away.... Anyways, don't know if anyone could tell me what it is from that... But I hope so :-)"
0,Health,"my mom is starting to forget simple daily duties, She says it is age but could it be early signs of dementia?","she is around mid 70's, but can get around without a walker or wheelchair, still has good hearing and eyesight. and can calculate adding/subtracting in head."
2,Entertainment & Music,whats the name of the song?,whats the name of the song that begins 'brig back to me the mystery can you tell me what it means?
1,Sports,Cubs Crush the Curse in '06?,"Do the Cubs have a chance to win it all in 2006? WILL THE CURSE BE BROKEN? \n\n\n\n\nI'm a Cub's fan, by the way."
3,Science & Mathematics,from which laboratory in nigeria can someone get a bar magnet with high field strenght?,"a bar magnet with high field strenght,in the sense that no human force can bring the two like poles of the magnet together"
1,Sports,"back in the day the bears ran the 46 defense, why dont teams run the defense as it was meant to be today?",i love foot ball and i know the ravens were running but i was curious to why teams dont use it?
0,Health,How do you deal with anxiety?,I have problems with anxiety.  How do you keep from worrying?  What can be done to prevent and treat anxiety?
3,Science & Mathematics,is the middle of the united states a area of many plains or many plataeus?,it is a yes or no question
1,Sports,Why bother?,"Everytime I see a pro baseball game on TV, all I see is a bunch of fat, overpaid, jerks...er...jocks standing around spitting and scratching.  What's the attraction?"
2,Entertainment & Music,bodyuard's with famous brother's?,"looking for the brother of either eddie money, mick fleetwood, tom petty or jackson browne who was or still is a bodyguard"
0,Health,can you identify this medicine that i found in teens room? 1 thin oval white table with L484 on i?,"1 oval tablet with line etched in half, with PE 822 on it, one small round pink tablet with GG 225 on it."
2,Entertainment & Music,Wanna see pictures of the Live Broadcast?,Please go to www.flickr.com \nTag hs1
0,Health,"What you will say if one advise you "" STOP EATING AND SMOKE WELL ?",one advised me thats
2,Entertainment & Music,What do the people in Bahrain think of michael jackson moving there ?,...and what is he doing there anyway?
1,Sports,how many contestants are sent from kazahstan to the olympics?,need to know about kazahstans olympic history how partisipated and when for a school project
0,Health,"I have a sickness in my stomach & I feel like I have to vomit all the time,& diarrea all the time.?",this has been going on for 3 years went to dr they dont know what is causing it.
3,Science & Mathematics,i need a list of invertabrates?,im doing an essay and i cant find anymore!!
1,Sports,I have Muhammed Ali Autographed '98 Starting Lineup Timeless Legends of  Action Figure of Ali.?,"I have an action figure of Muhammed Ali made by Hasbro, Starting Line-up, Sports Superstar Collectibles 1998 Timeless Legends. I purchased it at an estate auction of a local entertainment promoter. It has an autograph of Muhammed Ali in blue marker on the front of the box on the plastic. I have been asked if it was a printed one from the company. It appears to be real marker ink. Does anyone know if any such items were produced with the autograph?"
2,Entertainment & Music,Trombone Preference?,For the trombone players out there.  What kind of trombone do you prefer?
3,Science & Mathematics,Does your body keep a running tally of sleep?,"Does the human body keep track of sleep overages and defecits over time?  If so; is your body capable of remembering these over the span of a lifetime?  If so; would this mean that one could ""stockpile"" sleep?  Thanks for your input; and if you know of any good websites regarding sleep, let me know."
2,Entertainment & Music,How many of you have heard of Twisted Sister?,"Wouldn't you agree the song I am I'm Me is the most motivational, back bone producing and real to life songs you have ever heard?"
3,Science & Mathematics,"What is a centralizer? ""Load cell with centralizer for concentric loading"" what does it mean?",Its regarding Instrumentation
2,Entertainment & Music,"""They keep screaming your name"" Who sings this and wat is the name of the song?",If you answer this first you will get 10 points but only after 24 hours (rules)
1,Sports,Who can tell me how much a 30 second commercial in the Super Bowl cost?,30 sec...$$$$$$$$$$$!
1,Sports,Who will win the Superbowl and who will they be playing to win? [and why]?,What two teams will make it and why do you think this?
2,Entertainment & Music,What are the different TV networks that syndicate Seinfeld?,And why can so many networks syndicate them?
1,Sports,How to shoot powerful peepee ?  Shoot... far far away...?,How to shoot powerful peepee ?  Shoot... far far away...
3,Science & Mathematics,what is the dominant character in these crosses? What is the recessive character?,"A cross between purebred black tribble and purebred red tribble produces offspring that are all red in color. when two of these red offspring are crossed with one another to produce the F2 generation, most of the F2 tribbles are red, but few are black"
1,Sports,Where is former Philadelphia 76er guard Andrew Toney and what does he do now?,He played with the team in the 1970s and retired early due to a foot injury.
2,Entertainment & Music,"Which season of ""24"" is your favorite, and why?","My personal favorite, after careful consideration of course, is season 3. I enjoyed the storyline with the virus and Jack fighting his drug addiction."
3,Science & Mathematics,How many Maltesers does it take to cover a football pitch?,"A Malteser is a small spherical confectionary made by Mars, inc. \nhttp://en.wikipedia.org/wiki/Maltesers\nI think they have a diameter of about 2cm, but I don't have any with me to measure. \n\nAnd by ""football"" I refer to the British meaning of the word, a.k.a. soccer."
2,Entertainment & Music,"who sings the song ""Come On A My House"" which is the theme song to Hugh Hefners show ""The Girls Next Door""",The song was originally sang by Rosemary Clooney. Who sings the updated version of it on the show
1,Sports,Pele Goals?,How many goals did Pele score on all professional levels (club and national) in his entire career?
0,Health,why won't my fiancee have sex with me?,she says she has no sex drive.
2,Entertainment & Music,"I trust everyone, its the devil inside them, I dont trust?",it is a movie quote..\nI want to know the movie this quote is from
2,Entertainment & Music,do you know anyone famous or have met any famous person?,Ive never met anyone besides miss kentucky and syracuse basketball coach.Of u have tell me who and if u met them or know them.
0,Health,How much weight did you lose on Atkins or the South Beach Diet?  How long did it take you to lose the weight?,"Did you have any 'side effects' from these diets, like feeling faint, or getting head rushes, or anything else?"
3,Science & Mathematics,How many distinct species of life exist on Earth today?,"I know this will be an estimate, as no one has counted them all.   But I'm looking for the best estimate we have that includes all life (plants, animals, bacteria, etc.)"
3,Science & Mathematics,WAt would reduce the resistance of a metal wire?,"Increasing its thickness, temperature, or length??\nOr would it be all of those 3 ?"
0,Health,What are the benefits of gargling with hot salt water?,"I have a bad sore throat and don't like taking medications. Does gargling with hot salt water help? And if so, why and what effects?"
2,Entertainment & Music,Where's Chris Tucker now?,I heard he became a reborn Christain or something.
3,Science & Mathematics,what is anti matter?,no detail
0,Health,shingles..what can Iput on the blisters for relief?,I am on Vamfir and it is stopping the spreading but the blisters are sore.itchy and Iwant to know what i can put on them for relief. Tylenol is o.k. but i need more help
3,Science & Mathematics,What is the the longest side of a right triangle that is across from the right triangle?,math
0,Health,What does creatine do for you and is it really necessary when trying to build muscles when working out?,"My husband lifts weights and he feels that he needs creatine and other supplements,but they seem like a waste of money to me. They are very expensive and it seems that lifting weights should be enough to get bigger. What does creatine or any other supplement do that just lifting weights can't."
0,Health,Which tastes better: scorched earth or foliage?,"I'm not talking landscaping, if you get me drift"
2,Entertainment & Music,Why did they leave the C off Rap?,Just wondering.
2,Entertainment & Music,What is your favorite song by A7X?,Mine's Sidewinder
1,Sports,Is it worth the adulation Sania Mirza gets?,she has not won a tournament yet
1,Sports,.308 or .30-'06?,"Which rifle is better?  I am interested in accuracy at long range (approx. 400 yds).  I also want to know about ease of use (bolt action, etc.) at a prone shooting position.  I am getting into competitive shooting and need to decide which to buy."
1,Sports,"Who will be the strongest player this season, in terms of stats/numbers, out of the following four centres?","1. Mike Comrie  (#89 | Center | Phoenix Coyotes),\n2. Alexander Steen  (#10 |  Center | Toronto Maple Leafs)\n3. Nathan Horton  (#16 | Center | Florida Panthers)\n4. Scott Gomez  (#23 | Center | New Jersey Devils)\n\nThank you for your time.\n- Raj"
0,Health,What is another name for herpes simplex?,My boyfriend said he something similar to herpes simplex and its a bigger name and I would like to know what it is
0,Health,How can I check to see if someone has autism or not?,I suspect that a friend of mine has it but he refuse to go to the doctor.
2,Entertainment & Music,Another Riddle. This one might drive you crazy?,What is round on the ends and high in the middle?
1,Sports,What are the odds that my daughter will become an olympic gymnast?,"My daughter is 8 years old and has been a competitive gymnast for three years, qualifying for states three years running."
3,Science & Mathematics,Add these fractions:?,(x-3)/(x-squared - 2x - 15) + (x + 2)/(5-x)\n\nI want to check my answer to see if I was correct.
3,Science & Mathematics,what is the relation between chaos theory and mandelbrot set?,i'm doing a research about it and i need a website that is talking about that so i can use it as a reference
3,Science & Mathematics,Is there any multicellular composed of only prokaryotic cells?,"Do we have multicellular prokaryotes? If not, why didn't they evolve?"
3,Science & Mathematics,darwin's evolutionary theory( i.e.man has been evolved from monkey)is failed or not?,some people say that its failed others believe in it.which is it?
0,Health,Does Mono give you Chronic Fatigue?,I had mono like 5 years ago and my doctor said that I will have Chronic fatigue my entire life because of that. But they didn't give me any cures. Is this true?
0,Health,HOW CAN I LOSE WEIGHT AT HOME?,WELL IAM 18 AND I HAVE NO MONEY TO BE WASTING ON A PRODUCT THAT MIGHT NOT WORK SO IAM LOOKIN FOR A FREE TRAIL OF SOME WEIGHT LOSS PILLS CAN YOU HELP ME
3,Science & Mathematics,Elementary Statistics?,"If I did OK in pre-algebra, beginning algebra, and intermediate algebra, do you think I will do OK in elementary statistics?"
0,Health,Should one check for testicular cancer everyday?,how often do you check?
3,Science & Mathematics,why is taking a derivative and an intergral opposite operations?,"In basic calculus, we use the derivative to find the slope of a curve, and the integral to find the area under a curve. The question is, why are these operations the opposite of each other?"
2,Entertainment & Music,What YOUR fav color?,So many people say what is MY fav color? but what is YOURS? \n(Short answers are best)
2,Entertainment & Music,What's that raggae like song tht changes tempo several times on the radio lately?,there may be a couple different singers?
3,Science & Mathematics,What are the daylight hours in Phoenix Az.?,"What occupation is in the most demand in Phoenix, Az.\nWhere in Arizona can you find the best land deals."
1,Sports,Is Cheerleading a sport?,"What is a sport?  If Cheerleading is, then is marching band?"
1,Sports,Hi i am a Boxer ive ben douing Boxing ever sense i was 11 i am 13 now do you think its too late for that age s,So i can become a pro do you guys thin k ican be a pro if i try hard now taht im 13?
3,Science & Mathematics,"is { ( -2, 0), ( -1, 3) , (0,-2), (3,-1)} a function?",-Yes: there is 1 range value for each domain value\n-Yes: there is 1 domain value for each range value\n-No: there is 1 range value for each domain value\n-No: there is 1 domain value for each range value
3,Science & Mathematics,how tall do peas grow?,how tall do peas grow
3,Science & Mathematics,how many species of psychoactive mushrooms exist?,"Cubensis, Agaric..."
0,Health,"My friend is in 7th grade, and during a basketball game, he got a concussion. More details then question.?","A week before tonights game, he was playing dodge ball and did something to cause him headaches from that night to the game. Infact, he was hit sooo hard that he went to the local hospital. Will he be okay and when will he get back?"
1,Sports,Will John and Julio Franco break the record for oldest pair with the same name for the 3rd time this season?,John and Julio Franco were the two oldest players in the national league the last two years.  Will they be the two oldest players a 3rd time setting a new National league record for most consecutive seasons being the oldest player while having the same last name as the second oldest player?
0,Health,how to solve erection problem?,low spam count
3,Science & Mathematics,Does anyone know how to do HPLC?,I'm interested in the various methods of biotechnology. Or does anyone know any website that teaches theses things?
0,Health,I'm desperately trying to gain weight. Please help!?,"I've been trying to eat more, but to no avail. I have depression, and I was prescribed Remeron. Does that really help gain weight? I've dropped 30 pounds since the beginning of May, and I am only 22. The doctor tested me for all kinds of things and found nothing. Please help, I am very discouraged and feel like just giving up hope of gaining weight. I almost look like skin and bones and it is embarrassing."
2,Entertainment & Music,Question for Linkin Park fans: Who is your favorite member?,My favorite is Chester.
2,Entertainment & Music,How many frets are on a fretboard of an acoustic guitar?,I have a program that teaches how to play frets 1-10. I do not know which end is 1 and which end is 10. I counted from the end of the fretboard to the bottom and its 14 frets. I've seen a diagram of chords online that shows 22 frets. Where can I find a detailed listing of frets and what number is what fret?
2,Entertainment & Music,Hi is anyone a michael jackson fan like me?,"Who also likes mary j blige,Ciara,Missy Elliott,Whitney Houston,Mariah Carey"
2,Entertainment & Music,Why Do Celebrities have beef?,"I don't want my two favorite celebrities to argue with each other, i wo'nt be able to choose sides. I want them to fight whoever wins thats who i'm going to pick."
3,Science & Mathematics,given the graph of F(x) sketch the graph of F'(x)?,How to look at the graph of F(x) and sketch a graph of F'(x).
1,Sports,how do you measure a bicycle to tell it size??,from the peddle hub to the seatpost? Or the goose neck to the back rim?
0,Health,a tattoo? What to do?,wear is the sexiest and yet classy place to put a tattoo on a woman thats 30? I want one I just cant decide what or where to put it..or even should I or shouldnt I? http://www.freewebs.com/lisabreedlove72/
2,Entertainment & Music,Do Brad and Angelina make a good couple?,"Now it is out that Angelina is pregnant with Brad's baby, the question is... do they make a good couple?"
1,Sports,what should i pack for a snow-tubing thing with my church group?,^^ lol
3,Science & Mathematics,Why do objects in the distance move along with you in a traveling vehicle?,"No! its not Relativity. While outer lines of objects do move along with you, the Inner lines of objects next to the observed lines of objects should also move with you (which they dont!)"
0,Health,How do i cure a cough that is not treated by cough medicine?,Please note that the cough is not accompanied with a fever nor is it caused by smoking.  Any suggestions of how to suppress it will be great!
1,Sports,"What do you think the Yankees should do with Bernie Williams, and all of their other free agents?","Trade them, or keep them?"
3,Science & Mathematics,What is a simple way to explain an electric guitar's circuitry?,I need to explain how they are wired for part of an essay...
0,Health,is there a relation between masturbation and hypertension?,"i used to masturbate 6 years ago, and i'm suffering from hypertension . i'm 22 years old."
3,Science & Mathematics,Whats 356 multiplyed by 9-Im doing math homework?,my calculator is broke
1,Sports,how do i tune my snowmobile carburetor to racing standards?,my carburetor is screwed over and it needs tuning and i need it tuned if you got any answers email them to me.
3,Science & Mathematics,V(h)=h^3-4h^2+4h. Find h when V=288?,This is my 3rd problem out of 100 that I got stuck tonight. I have a test on these and I want to make sure I understand this one completely. The correct answer is: \nh=8\nI tried several methods and I never managed to get 8. Can someone please post step by step. Your help will be very appreciated. Thanks!
3,Science & Mathematics,Please describe a pollution situtaion you have experienced...?,I think these answers would just be interesting.
2,Entertainment & Music,Where can I find pokemon season 3 and 5 episodes?,I'm looking for Pokemon season 3 (Johto Journeys) and season 5 (Master Quest) episodes. Do you know where I can download them?\nThe problem is that I don't have access to any P2P application and I need http/ftp links.
0,Health,what does an inconclisive hiv-1 antibody test mean?,comment read: an inconclusive hiv-1 antibody test means that determination of hiv-1 antibodies is uncertain at this time with current testing methods.
3,Science & Mathematics,"Tell whether each sentence is arithmetic, geometric, or nethier. Find the next 3 terms of each sentence.?","the numbers are -3,-12,-48."
2,Entertainment & Music,"what in Beyonce, m i spelling it right, she cant sing and Alicia Keys she cant sing, Halle berry and she cant?","she cant act. these people have no talent in the intertainment business, what is it."
0,Health,is this a skin Disease?,My skin sometimes when scratched will swell up and itches and turns red where i scratched. Also it will turn red and swell up without me even touching it. Any clue? I have tried different soaps and laundry soaps and different body washes.
2,Entertainment & Music,i m looking for old american movey with the name of ( the king of atheka)???'?,the maine charcter of the movey his name is dimisioce.
0,Health,what is rsd in medical terms?,supposdly nerve damage related
0,Health,What's the best massage?,"there's reflexology, swedish, shiatsu, accupuncture, foot massage, ??? what's it called when the persons stands on your back like in what Lucy Liu did in Charlie's angels?"
3,Science & Mathematics,How to modify the surface of polymer composites ?,I want to know if there is any simple way of modifying the surface properties of polymer materials such as Epoxy.
2,Entertainment & Music,How do i Sample into my Korg Triton?,i am tryin to use some of my mpc sounds to go into my triton sound bank.
1,Sports,How high is it dangourous to jump?,"Im going to jump into some water (125 ft deep) and i need to know the highest bit of cliff i can jump off befor it dangerous. Im intending to jump off of a cliff which is 70-75 ft high, is it safe and if not, how high is safe?"
2,Entertainment & Music,Why are people obsessed with celebrities?,What I mean is why do we care so much about what celebrities do or how much money they make and spend? Its not like possesing this knowledge will help you become whealthy so what is the point?
3,Science & Mathematics,Do you think god is a peeping Tom?,pretty self explanatory
1,Sports,Where is the best place to get PADI/Scuba certified in San Francisco?,"Wife and I looking to take classes in SF and do open water dives on vacation in Carribean, if that's possible, anyone know of good place in SF to get info/take classes?"
3,Science & Mathematics,calcium and water?,"When 30.8 g of calcium and 6.9 g of water are reacted according to the following equation, \nCa (s) + 2 H2O (l) ----> Ca(OH)2 (s) + H2 (g) \nhow much heat (in kJ) is transferred?"
3,Science & Mathematics,SUDOKU lovers are invited for this one?,What are the different methods to solve a sudoku puzzle? I know only 2 methods and I want to know some more methods.So can U Plz help me??????????
3,Science & Mathematics,"55 g of cu is heated ,ct is 67 amount of heat absorbed 343cal,what isthe equation for specific heat?","55 g of cu is heated ,ct is 67 ,amount of heat absorbed 343 cal,what is the equation for specific heat"
2,Entertainment & Music,are there any 15 year old basses out there?,I'm 15 and i'm a bass in 9 diff choirs and i was interested to see what a 15 year olds lowest note should be around.   also include your entire vocal range as well...please differentiate between your chest range and your head voice range...preferable only 15 year old basses...even if your 16...a voice can change a lot it in a year
0,Health,Are there other causes of blocked fallopian tubes besides chlamydia?,Will my friend still have any chances of having a baby in the future after that blocked fallopian tubes?
0,Health,mental illness?,i think i have torrets sydrom can i fix that
0,Health,Which glucose meter has the LEAST expensive test strips?,"I am going to buy a meter, but I understand the test strips are the most expensive part of it.  I do not have health insurance that would cover the cost, so it really does matter to me."
3,Science & Mathematics,"Which do you think will happen first? Man from our future visiting us? Or us, visiting our future?","I have been thinking about this since i read the novel 'Sphere' by Michael Crichton. Ofcourse,in the book the comparison is with and alien from outer space. But it sure did trigger the above question."
2,Entertainment & Music,lyrics of a song?,what song is these lyrics --- ruined all your chances on your one night stands romances
1,Sports,Has anyone ever been to the Mets Fantasy Camp in Forida?,I'm going this Friday and I was wondering if there is anything I should know before I go.  I spent a lot of money and I don't want to miss anything!!
2,Entertainment & Music,Which do you think is most disturbing?,"Earlier I posted a question about Radio Disney playing Linkin Park songs, and there were some comments about children's networks in general, so decided to ask this question. Out of the three things listed below, which do you think is most disturbing?\n\nRadio Disney playing ""Faint"" by Linkin Park (refer to my question ""Can you believe it?"" for a sample of the lyrics)\n\nAn episode of Rocko's Modern Life (an old cartoon from the early '90s, they still play the show ocassionally on Nicktoons Network) entitled ""Shnit Heads"" (that's exactly how it was spelled)\n\nThe episode of Spongebob Squarepants where Plankton removes SpongeBobs's brain and puts it in a robot, and the robot tells Plankton to ""get welded""."
1,Sports,who the best ronaldo or beckham? and why?,my mail is menoo_mony2005
1,Sports,I want to find a route from SF to Palo Alto without riding on major roads with tons of traffic.?,El Camino Real does not count! Can you get there taking Skyline or does that turn into the highway?
2,Entertainment & Music,"How can I help save the incredible TV show ""Dead like me"" so it goes on to a 3rd season?","Petition can be found here: http://www.petitiononline.com/dlm1218/\nIt is such an amzing show that always has me thinking, espicially about how it fits my life. This is actually a TV show that requires you to have a brain."
0,Health,What does increased normal of lymph nodes mean?,My nephew has this and we are not sure what they are looking for.
3,Science & Mathematics,what's the indentation over your upper lip called?,some people have a deeper indentation than others
1,Sports,what do you think of my fantasy basketball team??,D. Wade \nR. Davis \nS. Nash \nS. Marion \nC. Webber \nC. Anthony \nZ. Pachulia \nY. Ming \nM. Redd \nP. Pierce  \nV. Carter \nM. Camby \nM. Okur
1,Sports,"Men, how would you like to get your hair cut at a sportsbar/hair cut place where you can drink a beer?","At this place you can watch a variety of sports with hot young women cutting your hair.  You get a reasonably priced haircut, fast.  You can also drink a beer and relax here.  What do you think?"
0,Health,My sciatica nerve...?,My sciatica nerve (However you spell it) is acting up. It really hurts to stand even sit a lot. What can I do to get rid of the pain. I've tried a heating pad but doesn't last long enough.
1,Sports,I need a skate bored park in the NorthSide of Chicago. That is free.?,A free place with a half-pipe and a pool
3,Science & Mathematics,how did Mt. Vesuvius erupt???,i need to know how Mt. Vesuvius erupted???\nany info is welcomed
3,Science & Mathematics,what it is a pulse rate?,IT IS SCIENCE LAB
3,Science & Mathematics,does anyone know of any good website references for forensic Botany/Biology?,I am having a hard time finding anything on forensic botany because it is a pretty new subject. if anyone has any info they would be willing to share I would really appreciate it. I am mainly looking for web references.
1,Sports,Fiesta Bowl pre-game for Buckeye fans...?,"Is it worth it to buy the tickets in advance for the OSU  organized pep ralley, etc, or should we just 'wing it'?"
1,Sports,How do you get people that you don't like to leave you alone.?,This girl follows me every where but it is killing my rep. and she likes my boyfriend so she hangs around me to get to him.I feel like I want to knock her out but she is dorkey so it would make me feel bad. I have no problem beating up preepy people but the other stupid people make me feel bad.
0,Health,Would u wear  a grill?,"nellys new song ""grillz"" would u wear one of those over your teeth if so why do u find it so appealing if not why not?"
1,Sports,What golf clubs do you carry and which do you want to have?,I carry Calliway Irons with mixed drivers regular flex shaft.
