Category,label,Description
Electronics,2,"Asus Internal DVD Writer DRW-24D5MT ASUS is a leading company driven by innovation and commitment to quality for products that include notebooks, netbooks, motherboards, graphics cards, etc.Asus was founded in Taipei in 1989 by T.H. Tung, Ted Hsu, Wayne Hsieh and M.T. Liao, all four having previously worked at Acer as hardware engineers. At this time, Taiwan had yet to establish a leading position in the computer-hardware business."
Household,3,"Havells V3 Yurbo 450mm Pedestal Fan (Black) Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence. Havells enjoys enviable market dominance across a wide spectrum of products, including Industrial and Domestic Circuit Protection Devices, Cables and Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial Applications."
Household,3,"Absorbia Moisture Absorber Ultimate Non-Electric Room Dehumidifier The Ultimate Moisture Absorber For Rooms And Larger Spaces. Absorbs Upto 4 Litres Of Moisture. Spill Proof. Removes Odours From Rooms And Enclosed Spaces , Absorbs Excess Moisture ."
Household,3,"Bajaj New Shakti GL 15-Litre Vertical Storage Water Heater (white) The water heater is available in 10L, 15L and 25L variants. 2000 watts model. Suitable for high-rise buildings (8 bars). Powder coated metal body. Adjustable thermostat. Magnesium anode for extra protection from corrosion and leakage. Unique temperature indicator dial."
Household,3,"AM Seam Ripper/Stitch Opener Sewing Craft Tool with Cover, Pack of 4 Seam ripper/ Stitch opener to remove wrong stitches. Pack of 4 pc"
Clothing & Accessories,1,"ISAKAA Baby 5 and 10 Cotton Full Sleeve Tshirts Refresh your babies clothing with the awesome collection of round neck tees from ISAKAA. These tee-shirts are made of cotton and suitable for both boy and girl babies. The feel of the fabric keeps your baby comfortable in all the seasons. This product is made from cotton and finished in an attractive set of colors. It features a cap sleeve, round neck, and is targeted towards both Boys and Girls. Normal hand wash or machine wash for best results."
Clothing & Accessories,1,Quantico Inline Skates with PU Flashing Wheel & 1 Year Warranty
Books,0,JAIIB 2019 Cheat Sheet (Legal+Accounting) Summarized Notes
Electronics,2,100yellow Motivational Quotes Designer Waterproof Coating Gaming Mouse Pad
Electronics,2,"Apple iPad(6th Gen) Tablet (9.7 inch, 128GB, Wi-Fi), Silver"
Household,3,"Asian Hobby Crafts Pull Flower Ribbon for Gift Wrap and Decoration (Multicolour, Small) - Pack of 50 Pcs Perfect to use for embellishment, gift wrapping, packaging, bows, and scrapbooking Use Method: Hold one end, find and hold the two small inside ribbons from the other end and then pull them to make the flower. The two coming out small ribbons are used to tie around your gift bag or package and the beautiful flower should be on the top of your bag. Random Color"
Household,3,Mamta Decoration Solid Sheesham Wood Wooden Stool Foot Stool for Kitchen | Home | Coushning Dark Walnut Color:Design 2   Regular yet antique-ish design for your royal home. Shows all the natural grains and grace of the wood. Its an art of Indian handicraft made in hard wood. There is an royal and ethnic touch to the design.Assembly : We encourage self assembly of products to help customers better & completely understand thed product they buy. We encourage self assembly of products to help customers better & completely understand the product they buy.
Household,3,"@home by Nilkamal Edward 4 Door Wardrobe (Walnut) Enhance the look of your bedroom with this wardrobe. Designed skilfully from quality materials to combine functionality with aesthetics, this product makes the right pick for any home. Add oodles of style to your home with an exciting range of designer furniture. @home promise to deliver best quality products at best prices."
Clothing & Accessories,1,"BODYCARE Pure Cotton Multi-Coloured Barbie Panties for Girls & Kids (922-Packof6) This product is made from cotton and finished in a attractive set of colors. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
Books,0,General Studies - Paper II for Civil Services Preliminary Examination (2019) 
Books,0,RRB Junior Engineer JE(IT) DMS and CMA Stage 1 Exam Books in English Contents ❄ Mathematics ❄ General Intelligence & Reasoning ❄ General Awareness ❄ General Science
Household,3,MBTC Magma Bar Stool Chair In Black A nice addition to the furniture of your bar would be this MBTC cafeteria and bar chair that would help you make changes in the seating arrangement.
Electronics,2,"AMD AD740KYBJABOX 3.9GHz Socket AM3+ Processor Run your applications at 3.9 ghz clock speed on a dual core processor, which belongs to steamroller architecture. Processor is compatible with fm2+ socket and also support ddr 3 memory with multiplier unlocked."
Books,0,"Fundamentals of Software Engineering About the Author Rajib Mall, PhD, is Professor, Department of Computer Science and Engineering, IIT Kharagpur."
Electronics,2,"TP-Link Archer C60 AC1350 Wireless Dual Band Router (White, Not a Modem) Style name:AC1350-Archer C60   Contact_us on: [ 1800 2094 168 ]"
Clothing & Accessories,1,"Kuchipoo Unisex Thermal Combo Of 3 Front Open Thermal Set This product is made from fine quality thermal material and finished in attractive colors. It features long sleeve, round neck, and is targeted towards both baby boys and baby girls. Please Bear in Mind That Displayed Photo May Slightly Different From Actual Item in Terms of Color Due to the Lighting During Photo Shooting or the Monitor's Display."
Clothing & Accessories,1,"vaikunth fabrics Women's Cotton Fabric A-Line Kurta This is designed as per the latest trends to keep you in sync with high fashion and with wedding and other occasion, it will keep you comfortable all day long. The lovely design forms a substantial feature of this ethnic wear.it looks stunning every time you match it with accessories. Disclaimer: product colour may slightly vary due to photographic lighting sources or your monitor settings."
Household,3,"Ashiyanadecors Silk Bonzai Brown Natural Looking for Home & Garden Décor Versatile in your home or office: It's small size makes it versatile so you can put it pretty much anywhere -- console, desk, bookshelf, kitchens, window ledge,foyer, end table,or anywhere to add a bit of greenery without taking up a lot of space."
Household,3,"Klaxon Coffee Table (Matte Finish, Black)"
Electronics,2,"PanchalsGadget LCD Glass Screen Display/Touch Digitizer Replacement Module with Frame/Bezel for Apple iPhone SE (Black) 1. Made of high-grade material, high quality and fine workmanship 2. Never used and in a good condition 3. Designed to replace the old, broken, cracked, damaged one 4. Easy to install and simple to use 5. An important part for cell phones 6. Suitable for Apple iPhone SE OEM LCD"
Household,3,"Furny Elzada Five Seater Sofa 3+2 (Black) Size:5S                                                                                 |                            Color:Black   Pure flexibility, good comfort and economical price has given rise to a new collection of comfort sofa sets from fabhomedecor. These comfortable sofa sets are distinctively designed and manufactured using quality raw materials and experienced manpower. Exemplary seating experiences from fabhomedecor."
Household,3,"Generic Gray : 2017 Direct Selling Top Fashion Car Seat Cover Autos Child Safety Seat Pedal Rest Plate for Footstool Put A Mat Knee Guard Kit Item Type: Seat Covers & Supports, Brand Name: GJCHELIVE, Item Width: 6, Mfg Series Number: child safety seat pedal, Item Height: 20, Item Weight: 1550, Item Length: 35, Special Features: footrest, Material Type: High strength plastic, Spare parts classification: Automobile modification parts, Color classification: Dark Grey Pink, Unit Type: piece, Package Weight: , Package Size:"
Electronics,2,Torque Traders Dc 12V 0.5A Vga Card Cooling Fan For Graphics Card Asus Gtx780 Gt Is_customized: yes model number: t129215su type: other unit type: piece package weight: 0.100kg 0.22lb. Package size: 25cm x 15cm x 5cm 9.84in x 5.91in x 1.97in
Electronics,2,"Toykart Electrical Mini Keyboard for Kids, 37 Keys, Black Toykart Electronic Keyboard's collection of basic features and functions make this keyboard the perfect choice for just about any player, from novice to skilled musicians. The keyboards in this series are best suited for those who are interested in taking up the keyboard as a hobby, those interested in becoming more serious about the keyboard Please note: this piano has only 1 speaker and another one is just to show off, it records only key sound not mic input. this is specially designed for kids and not for professionals."
Books,0,Audit of a CA This book unveils the intricacies about the CA course.
Clothing & Accessories,1,"Cotson Girl's Cotton Silk Socks Multicolour- Pack Of 5 Lace trim invisible crystal socks make you light and feel cool. Material:90 percent acrylic and 10 percent cotton,elastic,breathable. Size:one size fits all. Length: 7.87inch in bottom length and 3.94-inch in tube length. Quantity: 5 pairs, five different colours as shown in image. Suitable for women, a perfect gift to yourself or friends"
Electronics,2,"SteelSeries Rival 110 62466 Optical Gaming Mouse Rival 110 is custom-engineered for competitive gaming, featuring an exclusive TrueMove1 optical sensor and a right-handed universal ergonomic shape for all grip styles. With a guaranteed 30-million click rating and a durable, lightweight construction, the Rival 110 delivers comfortable, long-lasting performance. Plus, prism RGB illumination with game sense reactive illumination and lighting sync, six programmable buttons and on-board memory combine to deliver the perfect gaming mouse."
Household,3,"Eveready IH401 1000-Watt Immersion Rod (Black) Style:1000 watts   No matter the weather, all you need is a power connection to enjoy a warm water bath with the portable IH401.Key Features:1kW, 230V50HzCopper Tube Heating ElementHanger Loop Cord ProtectorMax and Min Water level IndicationISI Safety approved."
Books,0,"Sadhguru: More than a Life About the Author Arundhathi Subramaniam is the author of three books of poetry, most recently Where I Live: New and Selected Poems and a prose work, The Book of Buddha. As editor, her books include an anthology on sacred journeys, Pilgrim's India an anthology of Indian poetry, Another Country and a co-edited anthology of contemporary Indian love poetry, Confronting Love. She describes herself as a wondering, protesting, but committed Isha yoga practitioner and 'perhaps more of a devotee' than she lets on."
Household,3,"AdINFINITUM 300GSM Marvel Superhero Printed Paper Poster, 9x13 Inches(Multicolour, 84) - Set of 8 SHOW YOUR SUPERHERO LOVE. Perfect colors, Creative design, digitally printed high quality 300 gsm paper posters for your home, office. Funny, inspiring and lovable designs to choose from. Make your walls look eye catching and creative with our large collection of posters. WE BELIEVE IN QUALITY AND PROVIDE OUR CUSTOMERS THE SAME"
Electronics,2,"Terabyte 500Mbps Mini Wireless USB Adapter (Black) Terabyte gold mini 2.4ghz wireless wifi dongle 500mbps 802.11n usb connector, usb wireless adapter product description highlights, warranty period: 3 years â€¢ usb version:2.0 specifications overview brand sse type usb connector operating system support windows 2000/xp/vista/7/8, mac os, android os product."
Household,3,Beans .Soft Bean Bag Filler 1 kg (No 1 Grade Premium) soft BEAN BAG Refill are the Most Premium Refills across the Market. Fill your Bean Bag with the Best Quality Beans for Maximum comfort and Ensure Long life.
Clothing & Accessories,1,"FusFus Women's Printed Trendy Stoles, Free Size(Multicolour, F092) - Pack of 6"
Clothing & Accessories,1,MDX Si Noir Boy's Cotton Waistcoat Style Bow Attached T-Shirt and Pant Set Red A charmingly trendy look awaits your little one on the other side of wearing this set
Books,0,"Digital Marketing About the Author Vandana Ahuja is currently Area Chair, Marketing, and Assistant Professor, Jaypee Business School, NOIDA (a constituent of the Jaypee Institute of Information Technology, NOIDA). A Ph D in Management, she has over 15 years of experience in the industry and academia. She has widely researched the domains of Internet marketing, customer-centric branding, and CRM. Dr Ahuja has published several articles in journals of national and international repute."
Household,3,"Orpat OEH-1260 2000-Watt Fan Heater (Apricot) Color Name:Apricot   ORPAT is a group of companies based in the state of Gujarat, India with its wide national and international presence. The company is involved in manufacturing a wide range of well diversified products. ORPAT, with its continuous endeavors to strive for high precision premium class products has developed a state of art manufacturing plant with its strong R&D team, continuously involved in achieving innovations for its products and process."
Electronics,2,Acm Tempered Glass Screenguard For Samsung Galaxy Tab A T355 8.0 Tablet Screen Guard Scratch Protector
Clothing & Accessories,1,Le Gear Pro Plus Face Mask (White) Colour:White   Le Gear Pro Plus Face Mask (White).
Electronics,2,"Logitech MX Ergo Wireless Trackball BRAND : Logitech, Logitech MX ERGO Wireless Trackball"
Clothing & Accessories,1,"Krystle Girl Pack of 2 High Waist Stockings Super Fine Fiber Excellent Stretch Sheer Tights Long Comfort Super Soft Pantyhose Black and Skin The socks are crafted using finest cotton to please your skin with secure stable fit from toe to knee. They protect and keep your feet and leg clean and safe. You can pair up these socks with shorts, skirts to compliment your look. These multipurpose socks are for school, office and party as it pairs up well with many dresses."
Household,3,"Sattva Excel Classic Bean Bag Cover Without Beans - XXL Size - Yellow Colour Lounge around in the comfort of Excel Bean Bags. The Classic style is the evergreen bean bag style with an indulging comfort. With a soft leatherette fabric and premium stitching, it's a classic must have for any home or office space. This is only the bean bag cover. 1.50 kg Excel Refill Pack Beans must be filled into this before use for sitting purpose."
Clothing & Accessories,1,Creature Reversible Pu-Leather Formal Belt For Men(Color-Black/Brown||BL-01) Belts are a necessary final touch which brings your outfit together and definitely a must-have accessory. An elegant design of a belt can really make difference. Presenting to you is a premium quality Creature product with its classy appeal and smart design and the perfect combo of fashion and function. The handsome buckle brings out a charm in your outfit. This fine quality product and PU leather promises you durability and light weight. These finely crafted belts are a piece of art and a staple to your personality.
Electronics,2,"rts External 2HD 3.5inch USB Powered Floppy-Disk Drive Portable Diskette for PC (No Externals Driver, Plug and Play)"
Household,3,"AdINFINITUM Marvel Superhero 300GSM Paper Posters(8x12-inches, Multicolour) - Pack of 5 Show your superhero love. Perfect colors, creative design, digitally printed superior quality 300 gsm paper posters for your home, office. Funny, inspiring and lovable designs to choose from. Make your walls look eye catching and creative with our large collection of posters. We believe in quality and provide our people the same."
Electronics,2,"ASUS PH-GT1030-O2G GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card Size name:GT 1030 Phoenix 2GB                                                                                 |                            Style name:PH-GT1030-O2G   The ASUS GeForce GT 1030 Phoenix OC edition features a dual-ball bearing fan for superior airflow and 2X lifespan over reference. Auto-extreme manufacturing technology with Super Alloy Power II delivers premium quality and reliability. GPU Tweak II enables additional control to ensure an optimal balance between performance, cooling and noise."
Electronics,2,Epson ERC09B Compatible Black POS Ribbon 6 Pack ERC09B Compatible 6 Pcs PRINT-RITE
Household,3,"Electomania 30 Pieces in 1 Set Assorted Hand Sewing Steel Needles for Embroidery Mending Craft Quilting Brand new and high quality Great for most sewing works: Embroidery, Darning, Quilting, Crafting, etc. Suitable for leather, denim, silk, canvas, cotton..  Material: Steel  Color: Golden and silver  Length: approx. 30 - 50mm  Package Includes: 30 x hand sewing needles  Note: Since the size above is measured by hand, the size of the actual item you received could be slightly different from the size above."
Books,0,"The Prophet About the Author Kahlil Gibran (18871931) was a LebaneseAmerican poet, writer and artist. His work has been translated into more than twenty languages, and his drawings and paintings have been exhibited worldwide."
Electronics,2,"AmazonBasics Multi-Angle Portable Stand for Tablets, E-readers and Phones Colour:Black   AmazonBasics Multi-Angle Portable Stand for Tablets, E-Readers and Phones"
Household,3,Better & Brighter Homecare ABS Plastic Mini Dehumidifier with USB Plug(300ml) It's made from ABS Plastic and comes with a USB Plug. The capacity is 300ml.
Books,0,Textbook Of Medical Laboratory Technology 
Books,0,"Society Tea Premium Darjeeling Tea, 250g Once known as the Queen of Tea, Society Premium Darjeeling tea embodies the best and brightest attributes of tea from this region. Rich, smooth and strong, without being overpowering, this blend is best enjoyed the traditional way, strong with a hint of sweet and either milk or lemon."
Books,0,Bharat ki Rajvyavastha: Civil Sewa evam Rajya Stariya Sewaon ki Parikshawon Hetu 
Electronics,2,"Rapoo X1800 Wireless Keyboard and Mouse Combo (Black) Reliable 2.4GHz wireless connection Reliable 2.4GHz wireless connection with up to 10-meter working range. Long battery life With Rapoos latest energy saving technology and power switch , you can use your keyboard for up to 12-month and the mouse for 9-month without power interruption. Media control Fn key gives you quick access to media player, homepage, volume adjustment and etc."
Books,0,All India Pre-Veterinary Test Entrance Examination Guide (AIPVT) 
Clothing & Accessories,1,Brim Hugs and Cuddles Sweater/Winter Jackets with Hood and Zipper for Baby Girl and Baby boy(Pack of 1) Made up of cotton.Perfect tailored with indian size standards.It will be soft feel for the baby skin.A super and premimum product from the house of best product that offers the best product in the baby product range and this suits the perfect product for the winter need.
Electronics,2,4square 1 piece Dust Cover for Electric Fan Non Woven Fabric Geometric Style Dust proof Home Decor Colourgrass materialpeva main color multicolor stylecartoon pattern cloud grass riverstones triangle suitable size diameter less than 18 electric fan function dust proof dampness proof waterproof notice please allow 13mm error due to manual measurement and make sure you do not mind before ordering please understand that colors may exist chromatic aberration as the different placement of pictures package list 1 x electric fan dustproof cover
Electronics,2,"HP 22-B301il 21.45-inch All-in-One Desktop (7th Gen Intel Core i3-7100U/4GB/1TB/DOS/Integrated Graphics), Jet Black Whether your family is looking to surf, stream or tackle that next big assignment, this budget friendly All-in-One has been redesigned to give everyone what they need. A splash of color and reliable, trusted performance make this the perfect living room go-to."
Household,3,"VIKI | Bookcase/Bookshelf (6-Shelf/Shelve, White) | Bodhi Size:Standard                                                                                 |                            Color:White   We offer high quality, affordable pieces in  modern, functional designs that express leadership in every detail."
Books,0,"Introducing Physical Geography, 6ed "
Electronics,2,"iBall CTV27 Claro TV Tuner with AV and FM Radio With iball Carlo CTV27 you don't have to worry about what to do for your leisure entertainment. Without any software or computers, you can enjoy TV programs on any CRT or LCD/LED monitors. All you have to do is just plug the device and start playing with it. It also has an in-built FM."
Household,3,"Nayka Kids Soft Foam Sofa Cum Bed (Red, 24.5x10.5x12.5 cm) Spacious mutiutility for childeren upto (6 -48 month)4 years convenient to use. E - yop brings to you this unique of soft and cute toys and soft toys. Bring smile on the face of your loved ones unconditionally."
Books,0,Fairy Tales (My Jumbo Book) Book Description My Jumbo Book of Fairy Tales brings classic tales into the lives of children. They truly gorgeous illustrations add an extra element of classical style to these four stories.
Electronics,2,"Sony BD-R x10 25GB/GO Blu Ray Disc 10 pack of blank recordable Blu-ray discs 25GB, 6X speed."
Household,3,@home by Nilkamal Finley Study Table (Walnut) Study desk in engineered wood and melamine finish. Mild steel frame provides weight bearing strength. Ideal space saver.
Household,3,"Peppa Pig Sling Bookcase Peppa Pig bookcase featuring peppa and george neatly stores away books of all shapes and sizes - the perfect size for toddlers, great for kids' bedroom or play room - featuring 4 fabric sling compartments it's the perfect size for their favourite books."
Household,3,TCLPVC 3/7 ft Bamboo Chick Window Closer Curtains (Brown) Tclpvc Economy 3/7 feet Bamboo Chick Window Closer - Curtains For Balcony - Windows - Outdoors - Door - Kitchen - Home - Office - Hotel - Resorts – Blinds - Shades – Screens - Patio Umbrellas - Canopies - Shade - Sunscreen Fabric - Screens - Protection - Balcony Privacy - Protective Screens - window blind curtain – Verandas - Public Areas - Door Curtain - Fly Screen - Divider Room US - 1000
Books,0,Nova Gmat Math Prep Course 2015 Edition very Good Books
Electronics,2,"Starnv Expandable Sleeve/Slip Case, 15.6-inch (Black) Size name:15.6 Inch   Starnv bags laptop sleeve is a very beautiful and an adorable and quite a very useful sleeve cover. It is zipped. One can keep their laptops in this sleeve cover. It is very stylish in nature and is extremely fabulous. It can be used both professionally and personally. The laptop sleeves have very creative designs on it to give it a more fascinating look. It can also be gifted to your loved one. So, adorn the looks by adding this laptop sleeve cover."
Books,0,The C Programming Language 
Clothing & Accessories,1,BODYCARE Printed Panty for Girls Pack of 6 from Bodycare brings collection of Panty for Girls pack of 6 with highly streachable easy to comfort & stylish designs with 100 % cotton fabric
Electronics,2,"Samsung Galaxy Tab A 2017 SM-T385NZKAINS Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Black"
Household,3,"Carry Bird Hanging Swing Chair With Cushion & Hook/Color,Black For 1Outdoor/Indoor/Balcony/Garden/Patio Hanging swing chair with stand and cushion and hook for indoor/balcony/garden seating"
Clothing & Accessories,1,"faas Full Eye UV Protected Boy's and Girl's Sunglasses (8 to 15 Years, FS0082, 55, Feroza) We understand that a perfect face accessory is necessary to perfectly complete your attire. Kids are more lively and colourful. This makes us release our sunglasses models which are available in many colours and different styles. These goggles block the incoming dust completely to provide better vision."
Clothing & Accessories,1,"FirstClap Corduroy Full Length Dungaree for Boys & Girls|Dress for Boys|Jumpsuit for Kids|Unisex Firstclap-A trusted brand with it's established name in the kids section of apparels. We have been in service for nearly 20 years producing various desgins and styles in kids apparels ranging from dungree, shorts, jeans etc. We use finest quality fabric made under strict supervision so that not even a single stich is faulty. We adhere to our motto of Quality at best price because we know you want best for your child."
Household,3,"MMF Industries Steelmaster Security Key Cabinet, 60-Key Capacity, 12.2 x 2.9 x 14.9 Inches, Charcoal Grey (2017260G2) Contemporary designed durable steel construction hookstyle key cabinets are engineered to safely store and secure keys. Included key tags have label windows for easy viewing and are color-coded to simplify key organization. Predrilled holes allow for hanging on wall or attachment to partition hangers screws included. Secure cam lock with two keys included. Key Capacity: 60 Materials: Steel Colors: Charcoal Gray Width: 12amp;quot;."
Household,3,"Asian Hobby Crafts Colourful Shining Beads - Round Color:Multi Color   Color multi polished small hole beads are designed for thread, dori crafts like glass hangings, torans, door hangings suitable for abacus, garlands, jewellery crafts, door hangings, torans, mirror hangings, toy making, wind chimes, decoration crafts, scrap books and file making."
Clothing & Accessories,1,"Marvel Avengers Round Neck Black Polyester T-Shirt for Boys DMA0047 If you’ve got an Avengers obsessed little hero we have the perfect treat. Ranging from Iron Man T-Shirts that’ll make ‘em look cooler than Tony Stark, to Captain America to feel strong enough to withstand even Hulk’s Smash, our cool graphic prints will make them want to get out of their school clothes and ready to save the world in no time. Kids, the next time you need to lift Thor’s Hammer, fight Hydra, or come face to face with the Punisher, make sure you look the part with our cool Superhero T-Shirts."
Clothing & Accessories,1,United Colors of Benetton Girls' Panty
Household,3,"ITOS365 Jewellery Box for Women Wooden Flip Flap Flower Design Handmade Gift, 8 inches Protect and preserve your valuables with this handcrafted wooden jewelry box. You always want to keep your best valuables precious jewelry safely. This wooden jewelry box is ideal for organizing your jewellery collection. This classical wooden jewelry storage case has been built from real wood and polished gold hardware. A stylish way to keep your jewelry organized. This wooden jewelry box has a curved, traditional design, rich brown finish."
Household,3,"Generic Purple, Portable Female Women Girl Urinal Camping Travel Urination Toilet Urine Device(18369)- Set of 1 Model number: 637, material: plastic, type: two-piece, feature: stocked, unit type: piece, package weight: , package size:"
Books,0,"The Awakened Family: How to Raise Empowered, Resilient, and Conscious Children About the Author Shefali Tsabary, PhD, is an expert in family dynamics and personal development and she runs a private practice in New York City. Dr Shefali has written three books, including the award-winning New York Times bestselling book the Conscious Parent and is a keynote speaker who has presented at TEDx, Kellogg Business School, the Dalai Lama Centre for Peace and Education and other conferences and workshops around the world."
Household,3,"Aco A100P 60-Watt Twist Tower Fan (White) Easy to operate, Pleasing & Attractive Design, Air Circulating Swing on/off control, No water required, Suitable for all places like rooms,halls,kitchen,office"
Electronics,2,"ASUS Chromebook C300SA 13.3 Inch (Intel Celeron, 4GB, 16GB eMMC, Red) 13.3"" Celeron N3060 4GB Red"
Books,0,"Crazy Rich Asians (Movie Tie-In Edition) (Crazy Rich Asians Trilogy) About the Author KEVIN KWAN is the author of the international bestsellers Crazy Rich Asians, soon to be a major motion picture, China Rich Girlfriend and Rich People Problems. Born in Singapore, he has called New York's West Village home since 1995."
Household,3,@home by Nilkamal Delmonte Six Seater Dining Table Set (Brown) There is new size for bench its width is 110 cm because we make some changes in design to easily fit in Dining Table.
Electronics,2,Dell inspiron series 6cell battery Black 6 Cell Lithium Ion Battery. 100% Genuine Dell Product
Clothing & Accessories,1,Kashvi Boys Khadi Cotton Kurta pyjama_ Boys party wear dresses Boys White kurta pyjama
Household,3,"YUTIRITI 4 Layer Maroon Shoe Rack with Cover Space Saver Storage Organiser - Maroon A Stylish Way To Keep Your Fashionable Heels and Groovy Sneakers Organized.This Spacious and Durable Four Layer Shoe Rack Can Hold Your Many Shoes, Sneakers, Slippers, Heels. Its Also Lightweight and Easy-To-Assemble."
Electronics,2,"HP Z3700 Wireless Mouse (Modern Gold) Colour:Modern Gold   It’s time your accessories matched your individuality. Meet your new wireless mouse, carefully crafted to bring its unique slim style to your work. It’s functional. It’s portable. It’s fashionable. It’s yours."
Electronics,2,"Dell A261102SIN8 18.5-inch All-in-One Desktop (i3-7100/4GB/1TB/Windows 10 Home Single Language/Integrated Graphics) DELL INSPIRON 3268 A261102SIN8(DLDI0111)7th Generation Intel CoreTM i3-7100 processor (3MB Cache, up to 3.90 GHz)4GB RAM 1 TB HDD Win 10+Office Home & Student 2016 18.5 SCREEN"
Electronics,2,"Just Mobile Touch Stylus Pen Touch Screen Pen|S Pen for Samsung Galaxy Note 5 Gold • We request buyers to leave 5 star feedbacks if satisfied and if not satisfied they can communicate and contact us so we can take appropriate action. • Leaving Negative or Neutral Feedback will not solve a problem, so please contact us if you have any questions or any complaints before leaving a Feedback. • Your feedback is important for us to grow our business on eBay, so please do leave feedback."
Clothing & Accessories,1,"MRS WOMEN Cotton Silk Saree (Icx_Beige_Free Size) This enhance the beauty of the women which can be worn for functions, festivals, parties and even wedding also. You will be a centre of attraction in the event once you ware it."
Books,0,"Geography(Assam, India & World) For Civil Services & Other Competitive Examinations,(Useful for Both Preliminary & Mains Examinations). Descriptive and One Liner * WORLD GEOGRAPHY * GEOMORPHOLOGY * CRUSTAL FEATURES * COMPOSITION OF THE ATMOSPHERE * OCEAN BOTTOM RELIEF * GEOGRAPHERS AND THEIR CONTRIBUTION * ASSAM GEOGRAPHY * INDIAN GEOGRAPHY OBJECTIVE QUESTION ANSWER * ASSAM GEOGRAPHY * INDIAN GEOGRAPHY * WORLD GEOGRAPHY"
Books,0,"Skillmatics Educational Game: Brain Games, 6-99 Years, Multi Color"
Household,3,"Allin Exporters Ultrasonic Humidifier and Purifier Cool Mist with LED Light (2.4L, Pink)"
Household,3,"Sehaz Artworks Round Wooden Wall Clock (25.5 cm x 25.5 cm x 2.8 cm, Beige, SZA-PWC-12-Butterflies) This is a classic styled analog wall clock made from wood. This clock will add charm to any room in your home. There is a plastic shell casing behind the clock for batteries. Only one AA battery is required for this clock (not included). This Sehaz Artworks wall clock can be a good gift at housewarmings, weddings and social gatherings. Decorate your home with this wall clock. Perfect for living room and bedroom. More acute and quiet."
Books,0,Funskool Guess Who So many faces. It’s important to find out which one of the opponent has. How does one do that? Just eliminate the wrong faces and guess. An exciting mystery game for kids.
Household,3,"Bms Lifestyle Ttf-502 Portable Space Saving Tower Table Fan (Black) Tower fans offer a superior amount of air flow in an incredibly compact unit. These fans distribute air at a 90 degree angle, oscillating on a stationary base. This combination of design creates an incredibly efficient and effective product. This tower design is also the most recognizable attribute: their shape allows tower fans to slide into spaces that would otherwise be unable to house a fan unit. Most models offer air ionization, giving the space a clean fresh feeling."
Books,0,Some Outlines of the Religion of Experience: A Book for Laymen and the Unchurched (Classic Reprint) 
Household,3,"Deckup Uniti Office Table and Study Desk Product Dimensions: Length (48 Inches), Width (24 Inches), Height (28 Inches).Primary Material: Engineered Wood With Melamine Laminate.Color: Dark Wenge, Finish: Matte Finish, Style: Contemporary.Assembly Required: The Product Requires Basic Assembly And Comes With Diy (Do-It-Yourself) Assembly Instructions"
Clothing & Accessories,1,Kvitoe Arm Sleeves for Sun Protection in Skin Brown Color for Boys and Girls Arm Sleeves Brown Color
Books,0,AIIMS MBBS Entrance 2019 First and only comprehensive book on AIIMS MBBS Entrance Exam prepared by AIIMS Toppers and AIIMS Rank Holders. This book also contains an overview of Premedical Studies by Toppers
Household,3,"Royaloak Pear 4-Door Wardrobe (Brown) This wardrobe has a contemporary design, made of HDF with melamine finish. It has optional shelf, 9mm back sheet with safety lock. It is a perfect addition to your bedroom interior."
Household,3,"Royaloak Amber Small Computer Table (Black) Crafted from melamine board, this compact computer table is very practical as well as great value. The table has one shelf with door, keyboard tray, a small shelf on the left and CPU space. The table has ample space to keep your computer, stationery, and other items."
Clothing & Accessories,1,612 League Boys' Sweater
Household,3,"DearJoy Cotton Toddlers Training Seat Baby Safety Sofa Dining Chair/Learn to Sit Stool, 3-12 Months (Orange) Color:Elephant Sofa   DearJoy baby sitting chair nursery pillow protectors for 3-9 months. Upright seating position helps stabilize your infant's back, sides and legs while they learn to sit up. 360 of comfy support safely wraps your baby in plush comfort as they observe their surroundings. Lightweight and portable easily provides your baby a safe place to sit in any room of the house. Two holes help to fix infant's body and legs regular but also make them feel comfortable."
Books,0,"Deep Focus : Reflection On Indian Cinema About the Author Satyajit Ray ( 1921-92 )was one of the greatest film-makers of his time. His first film Pather Panchali (1955) won an award at the Cannes Film Festival and established his reputation as a major director. Over the next forty years, he made a number of films, many of which went on to be acknowledged as all-time classics. He is the only Indian to receive the Oscar for Lifetime Achievement. He was also awarded the Bharat Ratna. His other writings on cinema include Our Films Their Films and Speaking of Films, both bestsellers."
