Category,label,Description
Electronics,2,Novex Faux Leather 15-inch Laptop Bag (Brown)
Books,0,Illustrated Traditional Stories 
Books,0,Funskool Guess Who So many faces. It’s important to find out which one of the opponent has. How does one do that? Just eliminate the wrong faces and guess. An exciting mystery game for kids.
Books,0,Barron's SAT Subject Test Chemistry 
Household,3,Woodkartindia Wooden Doll House Miniature Dinning Table for Kids 3+ Years This dining table chair model set is well designed and crafted for your children to have the best house-hold companion for all day long playing. Imitation big table with four chairs which each has a hollow on the back is very stylish and fashionable. This table model set is great miniature furniture for your dollhouse living room and an excellent decoration for your interior model.
Clothing & Accessories,1,"Devil Boy's Black PU Leather Belt Devil is the most trusted brand for belts. these belts are more reliable with a classic smooth designed,Stylish in every sense. Adjustable to waist size 28, 30, 32, 34, 36, 38, 40 to 42 ."
Books,0,"Microsoft Office Home & Student 2016 For 1 Windows PC laptop- Lifetime license (Activation Key Card) Style Name:For PC (Voucher)   Get more done, from home or school office 2016 is designed to help you create and organize faster with time-saving features, a new modern look and built-in collaboration tools. Plus, you can save your documents in the cloud on OneDrive and access them from anywhere."
Electronics,2,"Iball-Intel Desktop PC - Intel Core i5 Processor 3.20GHz / 8GB RAM / 1TB Hard Disk/DVD / WiFi This is desktop pc (only cpu) so please check the all connection like led monitor connection, power cable etc."
Household,3,"Cello Oasis Four Seater Centre Table (Ice Brown) Color:Ice Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this center table is well crafted and designed."
Household,3,"Decornation serene wooden coffee table | movable table | center table | bench footrest table | mid century modern table study and work table, white."
Household,3,"Artificial Silk Rose Petals Decoration Flowers (Red) -100 Pieces These Life Like Petals Are Great To Decorate Tables By Scattering Them Around, Fill The Flower Girls Basket, Accent Tables with Them, Use Around The Cake or Decorate Favors .Package Includes:300Pcs Rose Petals.Taken from Hongkong."
Household,3,"Ehomekart Kids Bed Rail Guard for Baby Safety, Multicolor"
Books,0,All India Post Graduate Dental Entrance Examination 7th edition Vol -2 2018 + Neet MDS Pattern 2017 Item Title: All India Post Graduate Dental Entrance Examination 7th edition Vol -2 2018 + Neet MDS Pattern 2017
Electronics,2,"ANDTRONICS 16A 250v Heavy Duty Copper Power Cord - Indian Power Plug to IEC Socket Description Full Copper, heavy duty cable 16A 250v Indian Power Plug to IEC Socket Fully molded design for maximum durability and long life Ideal for Desktops, Printers, Monitors, Kettles, Large Print Machines, Workcenters, Imaging Machines & other gadgets with IEC socket Color:Black Package Includes 1 x 16A Power Power Cord Warranty 3 Months Warranty only when purchased from SuperShopperIndia"
Clothing & Accessories,1,"Eazy Trendz - Girls Lycra 4 Way Stretchable Cycling,Yoga,Jogging Shorts/Tights,190 GSM Pack of 5 (Pink, Black,Navy,Purple,Grey) Eazy Trendz Exclusive Girls Lycra 4 Way Strechable Cycling,Yoga,Walking,Joging,Workout, Sports Shorts/Tights Sepcialy Designed for Play Free."
Household,3,ABS Detachable Portable Toilet Stool Prevent Constipation Footstool Correct Position for Defecation- 53.5 * 32.5 * 17.5cm Size:53.5*32.5*17.5cm The Detachable Toilet Stool is a wonderful health aid for the entire family. The step elevates your feet for a healthier and a more comfortable elimination. It is structurally designed to mimic the posture and efficiency of natural squatting while using the modern day toilet. It helps you to have the correct position for easier defecation. the reduction of straining will help to heal and prevent hemorrhoids. Get Stool and go for better health!
Clothing & Accessories,1,"Mayra Women's Denim Shirt (1705T11064) Trendy and appealing, this denim shirt from mayra's exclusive collection will surely impress fashionable women. This shirt will surely add unique charm to your casual as well as party look. Made from cotton, this top will help you stay relaxed all day long."
Books,0,SSC Constable (GD) & Rifleman (GD) Online Exam Practice Work Book English - 2287 
Household,3,"Fourwalls Artificial Anthurium Plant in Melamine Vase (15 cm, Red) Color:Red   Fourwalls is your one stop solution for all your needs pertaining to artificial flowers, artificial plants, vases, planters and artificial trees."
Clothing & Accessories,1,"GJ BABY Boys' Regular Fit Coat Remove promptly after wash, wash with like colors, remove components before washing, cold water wash, keep away from fire, wash care symbol (normal wash, do not bleach, tumble dry, cool iron, do not wring)"
Electronics,2,Creative Labs Sound Blaster Audigy PCIe RX 7.1 Sound Card with High Performance Headphone Amp Creative Sound Blaster Audigy PCIe RX 7.1 Sound Card with High Performance Headphone Amp
Clothing & Accessories,1,"Mothercare Girls' Pyjama Set (Set of 2) We know how much bouncing bundles need their sleep, and how important it is that they're comfortable. So, we've designed this lovely pair of pyjamas so your little one can rest easily. This handy two pack has elasticated waist and cuffs for a cosy fit for even the most wriggly bunnies."
Clothing & Accessories,1,"Supersox Girl's Combed Cotton Tights These soft, comfy Tights for girls are easily washable for everyday wear. They are made of premium quality combed cotton which is a stretchy fabric with soft gripping elastic that make kids feel cared for through the day. These leggings will keep your child warm and protected."
Clothing & Accessories,1,"Bonjour Boys' Calf Socks (Pack of 2) Cute, cosy and above all, comfortable for delicate baby feet, these pastel shade Bonjour Kids Softy Comfy Socks , with anti-slip fabric in the socks, terry loop cushioned linings and Standard toes for smooth seams that cosset and care for those sensitive little toes.These sweet, socks with their little shoe top design in different colours look fancy , reinforced at stress areas, properly shaped for tiny feet."
Books,0,"Earth: An Introduction to Physical Geology, Global Edition "
Clothing & Accessories,1,"Women's Lingerie Stockings Sexy Ultra-thin Long Socks over the Knee Fishnet Socks with Lace Top Color: Nude, black, pink, whiteMaterial: NylonSize: Free sizePackager Includes: 1 (pair) x Fishnet thigh high socksNote:- The package only includes a pair of thigh high socks.- Please refer to the measurement. Tiny measuring error is allowable in normal range.- There might be a little color difference due to the monitor, camera or other factors, please refer to the physical item.Package Including1 (pair) x Fishnet thigh high socks"
Clothing & Accessories,1,Finery Full Sleeve Men's Thermal
Clothing & Accessories,1,IndiWeaves Girls Cottton White Leggings Pack of 3 (71403-3-IW-30_Multicolor_7-8 Years) IndiWeaves are designed perfectly in Summer colours with Soft cotton Fabric. Fresh Designs will keep you on top outlook in your Team. All IndiWeaves Products are handpicked by a team of textiles engineers and fashion enthusiasts and are selected taking into consideration the latest fashions trends and customer likings. This product looks even much better in actual than it already does in the image shown here. We assure that you would simply love this product
Clothing & Accessories,1,United Colors of Benetton Girls' Shorts
Clothing & Accessories,1,Chhota Bheem Girls' Regular Fit Pyjama Set Dress up in you favourite super Hero Chhota Bheem t-shirt with fashion and Passion.
Household,3,Philips FY2420/10 NanoProtect Activated 2000 Series AC2887 and AC2882 Carbon Filter for Air Purifier (Black) Style:Activated Carbon Filter   Unfolded active carbon adsorption area is equal to about 43 football courts which provides consistent protection and a long lifetime up to 12 months.Honeycomb structured active carbon is made for the purpose of effectively removing various gases: incl. harmful TVOC and odors.
Electronics,2,Amozo Soft Silicone with Anti Dust Shockproof Slim Back Cover for Apple iPhone 6 and 6S(Black) This product is Amozo Soft Silicone Anti Dust Plugs Shockproof Slim Back Cover for Apple iPhone 6/6S.
Books,0,"Group Discussion on Current Topics About the Author P N Joshi worked for the Indian army and retired as a Major. His other books are Personality Development and Interview Techniques For Armed Forces, SSB Interviews and English Essay."
Books,0,"The Complete Book of Scales, Chords, Arpeggios and Cadences "
Electronics,2,"Ikall N5 Tablet (7 inch, 16GB, WiFi + 4G LTE + Voice Calling), Black Colour:Black   This 4G Volte supported Ikall N5 tablet will be ideal for all your multimedia needs on the go."
Electronics,2,"TRENDnet TPL-406E2K 500Mbps Powerline AV Kit BRAND : TRENDnet, TRENDnet TPL-406E2K 500Mbps Powerline AV Kit"
Electronics,2,"Epson L565 Wi-Fi All-in-One Ink Tank Printer Enjoy low-cost colour printing with integrated scanning, copying and faxing with built-in ADF, Ethernet, Wi-Fi and Epson Connect for seamless sharing. Business and SOHO users will appreciate the remarkable performance of the L565. Equipped with Ethernet, Wi-Fi and Wi-Fi Direct connectivity features, printing from your PC, laptop or mobile devices is quick and seamless. The L565 includes a simplex 30-page automatic document feeder (ADF) for quick and easy multi-page scanning, copying and faxing."
Clothing & Accessories,1,The Children's Place Girls' Cardigan The Children's Place Girls' Cardigan
Household,3,"MBTC Delton Cafeteria Bar Stool Chair in Light Brown (Set of 2 Pcs) This beautiful bar stool chair From MBTC is sure to be the envy of all your friends. The chrome steel base and footrest work in harmony with a hydraulic piston for smooth adjustments which is a little reminiscent of a carousel pony pole, while the supple feeling of leather like graces the seat and back for comfort. The contemporary brown faux leather covering for years of wear and easy care. It must be a fashionable statement for your bar or conversation table."
Household,3,"HSR 5 in 1 Inflatable 3 Seater Queen Size Sofa Cum Bed with Pump 5 in 1 Air Lounge - Sofa Bed ,Free Air Pump Included. Environmental friendly material and has no side effects on human body Suitable for Household, Camping,Easy carry. Special gift for your Friends & Family It serves both the purpose of seating and sleeping as it can be converted from sofa to a bed. NOTE : Do not over inflate.Use caution when inflating with an air compressor ."
Clothing & Accessories,1,"Mothercare Baby Boys' Regular Fit Sleepsuit (Pack of 3) Get your paws on these panda print sleepsuits, perfect for bear hugs with your little cub. Our sleepsuits are crafted from the softest cotton, with integral scratch mitts on smaller sizes to protect delicate skin. The nickel free poppers are ideal for urgent nappy changes, while the enclosed feet will keep tiny toes toasty warm."
Electronics,2,"Dell Inspiron 5370 Intel Core i5 8th Gen 13.3-inch FHD Thin and Light Laptop (8GB/256GB SSD/Windows 10 Home/MS Office/Silver/1.50kg) Style name:core_i5   DELL Inspiron 13 5370 core i5-8250U, 8GB DDR4 RAM, 256GB SSD with Windows 10 (6MB Cache, up to 3.4 GHz)."
Household,3,"SR Product Kids Table Chair Set, 2-8Years (Design May Vary) Brand: sr recommended age: 2 years to 08 years multi-purpose table and chair set the set is strong and durable features heavy metal body frame and designer plywood base it is an ideal table+chair for studying and is also comfortable for taking food wonderful print on the table and chair makes it look appealing"
Books,0,Kiran’s SSC Reasoning Chapterwise & Typewise Solved Papers 1999 March 2018 - 2278 
Electronics,2,"JBL C100SI In-Ear Headphones with Mic (White) Colour:White   The new JBL C100SI is a dynamic, ultra-lightweight in-ear headphone. Its powerful 9mm drivers deliver the feel-it-in-your-bones bass response and legendary sound quality you expect from JBL. They’re feather-light for all-day comfort. An in-line microphone with universal remote control lets you talk and manage your calls on Android and iOS devices."
Clothing & Accessories,1,"tirupur fashion biz Girls and Kids Solid Cotton Cycling Shorts Knee Long (Pack of 5) This product is made from cotton and finished in a attractive set of colors.girls Brings you cycling shorts, these shorts gives your kids a stylish comfort, Good for walking, working out, and can use as Under wear for school Uniforms"
Household,3,"Whirlpool - Wall Mount for Outdoor Unit of Split Air Conditioner Whirlpool wall mount is made from virgin steel, is comes with Fasteners, nuts, bolts and washers. Load capacity is up to 2 ton, powder coated paint for longer life."
Household,3,Nilkamal Freedom Cabinet with 1 Drawer (Pepsi Blue and Bright Red) Color:Red   Nilkamal Freedom Cabinet with 1 Drawer (Pepsi Blue and Bright Red)
Clothing & Accessories,1,Jockey Boys' Thermal Bottom Super combed cotton fiber yarns undergo additional processing to make it softer and smoother than other cotton.
Household,3,"This Footstool Earth About the Author Beyond the four volumes of The Japan Quartet (Under Hiroshima, 2013; The Game in the Past, 2017; Soldier for Christ, 2014; This Footstool Earth, 2018), John Zeugner has written a satiric chess thriller, Manila Gambit, 2016; a collection of three short novels, Food for Jackals, 2015; and a collection of short stories, Life-Arc Teaching Tales, 2015."
Books,0,Guide to RRB Junior Engineer Civil 
Household,3,"Gillette Series 3x Protection Sensitive Shave Foam with Aloe - 245 g Style name:Sensitive   Get close and comfortable with Gillette series sensitive skin shave foam. The formulation, with aloe, provides for a shave that gently soothes and surprises. Formulated with rich emollients and lubricants to deliver astonishing razor glide and help protect your skin for a smooth shave. You get a shave that’s comfortably close and skin that’s satiny smooth."
Household,3,"Royaloak Divine Single Seater Rocking Recliner (Brown) Size:Single Seat   Lounge and relax for hours with this comfortable and affordable recliner from Royal Oak. The recliner has several reclining positions and can be adjusted to your favourite angle easily. The recliner has a soft suede fabric, which is plush and soft-to-the-touch. The recliner is crafted from excellent quality hardware and made to last for long."
Clothing & Accessories,1,Roble Party Wear Romper Baba Suit Dungree Jumpsuit Blue Outfits For Newbron Babies Boys & Girls 6 Months -2 Years Unisex Dungree / Rumper For Newborne Baby
Household,3,Soft Bean Bag Filler 1.5 kg(No 1 Grade Premium) SOFT BEAN BAG Refill are the Most Premium Refills across the Market. Fill your Bean Bag with the Best Quality Beans for Maximum comfort and Ensure Long life.
Electronics,2,"Iball- Intell Assembled Desktop PC(Core i5 Processor First Generation Processor/ 4GB Ram / 500GB Hard Disk / DVD / WiFi ) with Windows 10 Trial version Desktop PC Specifications: Core i5 650 processor Ram 4GB DDR3 500GB Hard Disk drive Dvd writer , Zebronics cabinet"
Electronics,2,"Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi), Space Grey Size name:32GB                                                                                 |                            Style name:Wi-Fi                                                                                 |                            Colour:Space Grey   Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi), Space Grey"
Household,3,"Malcom Sofa Set (4 Seater) Enjoy relaxing in your own back garden with Venturas stylish collection of garden sofas and lounging sets. From huge corner sofa units to arm chairs, love seats and sofa sets, we carry an extensive range of garden furniture to help achieve the look you want and create an outdoor oasis."
Books,0,SSC Topic-Wise Latest 43 Solved Papers (2010-2017) - Set of 4 Books 
Electronics,2,"Zibuyu 4010/2P 4Cm Mini Dc Brushless Chassis Graphics Card Cpu Cooling Fan 2Pcs 4010/2p 4cm Mini DC Brushless Chassis Graphics Card CPU Cooling Fan 40mm x 40mm x 10mm Item Specifics:Voltage: 12dvcBearing Type: Sleeve Connector: 2pin(2.0)Applicable for: CPU Fan,SB/NB FanDimension: Approx.40*40*10mm/1.57""*1.57""*0.39""Package inckuded:2 X Fan"
Household,3,APPUCOCO Book Shelf Wall Mounted Heavy Duty Metal Invisible Book Shelves 2 Piece Per Pack (Made in India) with Screws & Plastic Anchors Included - Black
Household,3,"Eveready IH401 1000-Watt Immersion Rod (Black) Style:1000 watts   No matter the weather, all you need is a power connection to enjoy a warm water bath with the portable IH401.Key Features:1kW, 230V50HzCopper Tube Heating ElementHanger Loop Cord ProtectorMax and Min Water level IndicationISI Safety approved."
Clothing & Accessories,1,"Devil Boy's PU Leather Belt (Black) Devil is the most trusted brand for belts. these belts are more reliable with a classic smooth designed,Stylish in every sense. Adjustable to waist size 28, 30, 32, 34, 36, 38, 40 to 42 ."
Electronics,2,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus) Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer.
Household,3,"Paper Plane Design Posters (Paper, 45 cm X 0.5 cm X 30 cm, Multicolour, 117Poster_406) Beautify, inspire, motivate, lighten up, liven up and exhilarate your surroundings with huge and super interesting range of wall posters line up. Quotes for home, office, kitchen, bedroom, dining, dorm room, hostel, on your cupboard or anywhere you like."
Household,3,"Havells V3 Yurbo 450mm Pedestal Fan (Black) Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence. Havells enjoys enviable market dominance across a wide spectrum of products, including Industrial and Domestic Circuit Protection Devices, Cables and Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial Applications."
Household,3,"Pureus Plastic Collapsible Shoe Stand (Black, 4 Shelves) This shoe storage solution offers a 4 tier stackable design capable of storing 12 pairs of shoes. Capable to store up to 12 pairs 4 Tier stack-able design Adjustable, non slip shelves Light weight and durable design and made SPECIFICATION Product Size : 66 x 19 x 64 CM Material : Plastic Stand with tube Colour : Black and white Shoe Capacity : 12 Pairs Weight : 1.10 Kg Weight capacity : 3.50 Kg (Approx) Best Use : Home / Office PACKING DETAIL 1 x Shoe Rack"
Household,3,MBTC Magma Bar Stool Chair In Black A nice addition to the furniture of your bar would be this MBTC cafeteria and bar chair that would help you make changes in the seating arrangement.
Household,3,Royal Bharat Easy Chair (Low Back) - Wooden Folding Portable Relaxing Chair/Garden Chair/Outdoor Chair/Camping Chair with Teakwood Polish with Attractive Cotton Canvas Cloth
Electronics,2,GAMDIAS ARES Gaming Membrane Keyboard and 4000DPI Mouse Style name:GKC6011   The ARES 7 Color Combo Keyboard features a Premium Micro-Processor and 4-Layer Structure.The traditional backlit membrane keyboard has only 3-layer structure. ARES adds one more layer of board to enhance the robustness.
Electronics,2,NISUN External Optical Drive USB 2.0 CD/DVD-RW(Read-Write) Drive for Laptop and Desktop PC -Black
Clothing & Accessories,1,"GRAPPLE DEALS Combo Of Winter Wear Woolen Women's, Girl's Finger Cut Knitted Hand Gloves (Any - Color) 2 Pcs GRAPPLE DEALS Brings Winter Wear Warm Stylish Look Women's, Girl's Knitted Warmer Hand Gloves 😻Stretchy, and one size fits most adults' finger 😻Fashion forward and everlasting classic design with warm thick lining that will keep your hands warm in any weather and they are perfect for outdoor activities in cold winter. 😻It's an excellent choice for gifts or your own dressing. Buy more for your friends and family."
Books,0,EAT THAT FROG 3RD EDITION
Household,3,"Joyful Studio 2 Plastic Modular Drawer System, White Joyful studio 2 drawer system multipurpose storage drawer is a premium product, product dimensions, overall dimension height 13inches width 12 inch length 14 inch, drawer dimension height 5 inches width 10 inches length 13 inches. Ideal for gifts, home and office use etc. Its elegant and practical design for a host of multipurpose usage."
Household,3,"TCLPVC 3/7ft Bamboo Chick Window Closer(Beige) TCLPVC Economy 3/7 feet Bamboo Chick Window Closer, Curtains for Balcony, Windows, Outdoors, Door, Kitchen, Home - Office, Hotel, Resorts, Blinds, Shades, Screens, Patio Umbrellas, Canopies, shade, Public Areas, Door Curtain, Fly Screen, Divider Room PRODUCT CODE - USIMP."
Books,0,"International Relations Today About the Author Aneek Chatterjee teaches at the Post Graduate Department of Political Science, Hooghly Mohsin College, India. Earlier, he served as Professor and Head of Political Science at Presidency University, Kolkata, India."
Electronics,2,Casio NJ-120D-RD Portable Calculator (Maroon) * Localized Number Display * 150 steps check * Red colour * Dual Power - Solar/Battery * 12 digits * Made in Philippines
Household,3,"Adorn India Easy Three Seater Sofa Cum Bed Poly Cotton (Brown & Beige) 5'X6' Size:Three_Seat                                                                                 |                            Color:Brown & Beige   This is a new multicolor decent looking sofa with space saving concept. This sofa unfolds with unusual ease and turns into a comfy occasional bed with multicolor cushion. This sofa is distinctively designed and manufactured using good quality products such as high density foam and fiber, poly cotton and experienced manpower."
Household,3,Zessta Tyre Dresser (250 ml) Zessta tyre dresser is ideal for an automobile owner who wishes to keep his or her vehicle clean. Zessta tyre dresser powered by German technology offers super rich shine that does remain for a long period of time. It even helps you in nourishing the tyre to safeguard the fluctuations in tyre temperature at high speeds.
Household,3,Passion String Bean Bag Cover Without Beans (XXL-Brown) Pack Contents - 1 Bean Bag Cover Without Beans Beans Requirement: XXL - 1.5 Kg
Household,3,"eerafashionicing Light Gold Leaf Patches -20 Pieces for Craft Home Decor Designing Hobby Dresses (Light Golden) The embroidered patches good for cloth, jackets, vests, jeans, blouses, pants, t-shirts, skirts, hats, shoes. It can not only be a patch to repair your clothes, hats or more, but also can be a cool decoration. Fantastic decoration for you. Furthermore, the patches are easy to sew or iron on all sorts of fabric."
Electronics,2,"D-Link DHP-601AV PowerLine AV2 1000 Gigabit Starter Kit BRAND : D-Link, D-Link PowerLine AV2 1000 Gigabit Starter Kit (DHP-601AV)"
Household,3,MBTC Clark Seat And Back Cushion Folding Chair (Set Of 2) Made from Mild Steel
Household,3,"Anchor Stranded Cotton Assorted Skeins Stitch Kit, 8m (Fast colour-4624-02222, 50 Skiens, 2 of Each 25 Shades) Anchor stranded cotton is the most popular hand embroidery thread all over the world. A superior 6-strand thread, made from the best egyptian cotton is ideal for all forms of embroidery. Ideal for embroidery, knitting, crotchet & thread art"
Electronics,2,Redgear Elite Wireless Gamepad (Black) With built-in rechargeable battery and plug and play support for all PC games. Supports Windows 7/8/8.1/10.
Clothing & Accessories,1,Luke and Lilly Kids Hooded Sweater for Winter wear with Cotton Fabric Luke and Lilly Kids Hooded sweater is made of high quality Cotton material.To make your kids comfortable for this winter season we have designed in a way which will be very suitable in cold climates and also in winter season.Three colors are available .In the winter season and in night times it can used to protect your kids from the cold climate.
Household,3,"iDream Home Decoration 5D Diamond Painting Rhinestone Owl DIY Mosaic Wall Decor (24cm x 16cm) 1.Find the corresponding number of the diamonds with reference to the table below the canvas. 2.Fill the point of the painting pen with right amount of painting diamond. 3.Stick the corresponding diamonds. 4.Stick the diamonds on to the corresponding canvas. 5.If you are not used to using the painting pen,you can choose to use the tweezers instead. 6.The rest of the diamonds can be put inside the valve bag. 7.Use book or your hand to press the diamonds to ensure it's stoutness."
Household,3,Solo FS- 301 File and Book Shelf XL - Black Durable Easy to Assemble. Quick way to organize files Product Code: FS 301 Type: Desk-Top Accessories Compatible Size: XL No of Compartments: 3 Compartments MRP: Rs.496.00 per piece. No of Pieces : Pack of 1 piece. Dual use design for books & files. Forms three wide sections after assembling. Easy to assemble by sliding the plates. Instructions printed on the box. Just fillip the back side down & reposition the front plate for choosing depth between books & files.
Clothing & Accessories,1,"White Tree Black Colour Artificial Leather Formal And Causal  Belt For Boys And Men Belt is a lighthearted way to add interest to your day to day-dresses and denim. The very medium-slim design has a burnished self textured shade that gives it a unprecedented look itself , so wear the formal semi formal belts like this  to the front and buckle to the back for a quirky-chic way to create the waist. Choose from smart  black or summery brown  shades then head out for your morning coffee."
Electronics,2,"HP X900 USB Mouse (Black) Dependable quality shouldn't come at a cost and with the HP optical mouse you get great comfort and awesome features at an irresistible price. A contoured shape designed for all-day comfort in either hand, Powerful 1000 DPI optical sensor for precise movement on most surfaces, Strict HP standards and guidelines ensure long-lasting quality, 3 button solution and a built-in scroll wheel for optimized productivity, Supports Windows 7 and above and Mac OS X 10.x and above."
Clothing & Accessories,1,"Kerala traditional colour mundu for men, 100% pure cotton men""s dhoti. kerala traditional mens kavi mundu is very famous for festivels and functions.Looms of balaramapuram kerala is very famous for cotton products such as sarees,mundu,set saree.etc.."
Electronics,2,"Mi Earphones Basic with Mic (Red) Colour:Red   Xiaomi has customized Mi Earphones Basic just for India, giving customers what they were looking for- Ultra deep bass and tangle free wires. The Headphones come with silicone earbuds that are specifically designed to ensure it fits snugly without compromising comfort."
Clothing & Accessories,1,Cherokee by Unlimited Boys' Regular Fit Jumpsuit Cherokee apparel junior dungaree. It is made of 100% cotton twill fabric with solid pattern.
Household,3,"INDIAN DECOR Rectangular Kitchen Cart with MDF Wood Top and 3 Tiered Storage Area , 28 Inches , Black Frame construction with black sand metal with 3 tiered storage area. The tray top and wine glass make this bar and kitchen serving cart the perfect entertainment piece."
Electronics,2,"Sapphire Radeon R5 230 Graphic Card 1GB DDR3 The new SAPPHIRE R5 230 1GB is a low profile PCI-Express graphics cards that require no additional power connector, making it ideal for entry level systems or for upgrading existing PC systems and providing additional monitor support. It has 160 Stream processors and core clocks of 625MHz, and offer 1GB DDR3 memory to deliver excellent performance and great value. Outputs are Dual-link DVI, VGA and HDMI, supporting a choice of monitor types and the cards ship with optional backplates for use in standard or low-profile chassis."
Household,3,Kuchipoo Unisex Regular Fit Cotton Dungaree
Books,0,"The Art of War Written around the 6th century BC, The Art of War is one of the oldest books about war and military strategy and probably the best."
Books,0,"Organic Shastra Biryani Masala 150g The most aromatic of them all, Biryani Masala is a surreal blend of whole spices lightly roasted and powdered. Used especially for biryani, the masala powder adds not just flavour but the subtle aroma that characterizes a perfect dish of biryani. The blend is similar to ‘Garam Masala’ but it is not very spicy.. The magic ingredients of Biryani Masala include cinnamon, cardamom, cloves, fennel, etc"
Household,3,"Forzza Bristol 4-Shelf Bookcase, Walnut Color:Walnut   Bristol 4-shelf bookcase is made of high quality engineered wood and comes in three different colors. The simplicity of this design is inspired from the Scandinavian countries and is ideal for storing books, curios and any other objects. This sleek design will complement any furniture and its versatility ensures that it is a good buy. Available in two other colors too."
Household,3,"Asian Hobby Crafts Wooden Embroidery Hoop Ring Frame (5 Pieces) Style Name:Assorted B   Asian Hobby Crafts embroidery collection comprises of embroidery frames (in various sizes), cross stitch fabric, embroidery tools, embroidery wool. This embroidery hoop frame is made of well finished wood with a easy-to-adjust screw mounted on the frame to tighten the fabric. Cross stitch art is a phenomenal art form which involves intricate stitching techniques to form beautiful designs on fabric."
Clothing & Accessories,1,Espresso Women's Viscose Front Open Full Sleeve Shrug Turn up the style quotient in the office with this beautiful light weight cardigan from Espresso. What makes this piece so special The finest 100% Viscose used in creating this masterpiece that is warm and cool at the same time. Easy to combine with shirts and T-shirts / Tanks and some boots. This Super Soft and Comfy marvel will add oodles of charm to your personality.
Household,3,"Ikea Gunde Folding Chair, Black Made of durable product, Ikea Gunde Folding Chair, comes in Black colour."
Clothing & Accessories,1,"Westa Clothing Women's Denim Shrug Westa Clothing Presents An Exclusive Range Of Denim Shrug With Beautiful Button In Front. The Shrug Is A Mix Of Western, Formal And Casual Wear.. This is a Shrug which Can Be Matched With Formals And Casuals Both. The Shrug is Good To Wear In All Seasons Too. Add this Shrug To Your Wardrobe And Match It With Different Colors Of Shirts/ Tshirts Or Inners To Enhance The Look."
Electronics,2,iBall Stella Tower Computer Case (Black) The Iball cabinet Stella with SMPS comes with a classy front panel with a shiny finish and top mounted USB and Audio ports for convenience.
Clothing & Accessories,1,"Broadstar Women's Denim Dungaree Earn an all-access pass wearing dungarees by Broadstar. Made of denim, these dungarees. Team them with a white or black coloured top to complete your casual look."
Electronics,2,"HP 15 BW098AU 2018 15.6-inch Laptop (7th Gen E2-9000e/4GB/1TB/DOS/Integrated Graphics), Jet Black Operating system:DOS   Designed for long-lasting performance, this stylishly designed HP 15-inch laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize - with the latest processors and a rich HD 1 or FHD 2 display. Do it all, all day [1] High-defintion (HD) content required to view HD images. [2] Full high-defintion (FHD) content required to view FHD images."
Electronics,2,"Lapcare Hp Pavilion G4 G6 G7 G32 G42 G56 G62 G72 Series Laptop Battery (Black) Lapcare offers a wide range of li-ion quality laptop batteries that are tuv, rohs and ce certified. They are backed by a full 12 month replacement warranty. 100 percent compatible with specified model, these batteries also conform to the required specifications. Lapcare batteries are tested for safety, longer life and designed for high performance output. Lapcare high capacity batteries work trouble free seamlessly."
Household,3,Storite Business Visiting Card Holder Book Case Album Name Card Holder Organizer for 480 Cards – Red
Household,3,"DecorNation Meraki Engineered Wood End Table Nightstand, White Color:White   This modern style meraki end table nightstand from decornation is perfect for any room's decor and the white finish adds a warm touch to any space in your home. It will offer a simple, sturdy elegance for your living space. This end table nightstand has a top surface, one sliding drawer and an open storage area which is perfect for bedside reading. Decornation offers this meraki nightstand in multiple finishes, select your favorite color option above. Assembly required."
Clothing & Accessories,1,"White Tree Black Colour Leather Formal And Causal  Belt For Boys And Men Belt is a lighthearted way to add interest to your day to day-dresses and denim. The very medium-slim design has a burnished self textured shade that gives it a unprecedented look itself , so wear the formal semi formal belts like this  to the front and buckle to the back for a quirky-chic way to create the waist. Choose from smart  black or summery brown  shades then head out for your morning coffee."
Clothing & Accessories,1,Aatu Kutty Girl's Cotton Casual Shorts - Pack of 3 Aatu kutty presents you beautiful multi designed Girl's casual shorts. pack contains 3 set of shorts. its made up of Fine cotton material. age group starts from 18 months to 6 years.
Books,0,"Flow in Open Channels, 4E update"
Household,3,TCLPVC Bamboo Blind Chick Window Closer Curtain  (4 Sizes) Natutal Range… (W6/H7) Tclpvc Economy 6/7 feet Bamboo Chick Window Closer - Curtains For Balcony - Windows - Outdoors - Door - Kitchen - Home - Office - Hotel - Resorts – Blinds - Shades – Screens - Patio Umbrellas - Canopies - Shade - Sunscreen Fabric - Screens - Protection - Balcony Privacy - Protective Screens - window blind curtain – Verandas - Public Areas - Door Curtain - Fly Screen - Divider Room US - 1022
